SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED4YR,GRADS4YR,COHORT4YR,GRADRATE4YR,SUPPRESSED5YR,GRADS5YR,COHORT5YR,GRADRATE5YR
20182019,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,LEP,,,0,,,,0,
20182019,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,LUN,Y,,8,,N,11,11,100.0
20182019,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,LUP,N,39,45,86.7,N,38,42,90.5
20182019,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,TST,N,46,53,86.8,N,49,53,92.5
20182019,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,SXM,N,25,29,86.2,N,28,30,93.3
20182019,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,SXF,N,21,24,87.5,N,21,23,91.3
20182019,005,BARREN,113,Caverna Independent,030,Caverna High School,113030,005113030,210111000214,GRREC,902,CSG,N,9,10,90.0,N,15,18,83.3
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ETO,Y,,3,,Y,,3,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ETP,,,0,,,,0,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ETW,N,39,46,84.8,N,35,38,92.1
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,HOM,,,0,,Y,,1,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,LEN,N,46,53,86.8,N,49,53,92.5
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,LEP,,,0,,,,0,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,LUN,Y,,8,,N,11,11,100.0
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,LUP,N,39,45,86.7,N,38,42,90.5
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,MIG,Y,,1,,Y,,2,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,SXF,N,21,24,87.5,N,21,23,91.3
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,SXM,N,25,29,86.2,N,28,30,93.3
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,TST,N,46,53,86.8,N,49,53,92.5
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ACD,Y,,3,,Y,,8,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ACO,N,44,50,88.0,N,43,45,95.6
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,CSG,N,9,10,90.0,N,15,18,83.3
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ELM,,,0,,,,0,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ETA,,,0,,,,0,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ETB,Y,,4,,Y,,9,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ETH,,,0,,Y,,3,
20182019,005,BARREN,113,Caverna Independent,,---District Total---,113,,,GRREC,902,ETI,,,0,,,,0,
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ETO,N,10,10,100.0,N,12,12,100.0
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,TST,N,280,304,92.1,N,280,297,94.3
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ETH,N,13,16,81.3,N,11,11,100.0
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ETB,N,113,120,94.2,N,115,121,95.0
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ETA,,,0,,Y,,2,
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ELM,Y,,5,,Y,,8,
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,CSG,N,151,169,89.3,N,150,160,93.8
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ACO,N,259,273,94.9,N,261,273,95.6
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ACD,N,21,31,67.7,N,19,24,79.2
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ETP,Y,,1,,,,0,
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ETW,N,142,156,91.0,N,140,151,92.7
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,HOM,,,0,,,,0,
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,LEN,N,277,299,92.6,N,277,293,94.5
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,LEP,Y,,5,,Y,,4,
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,LUN,N,86,89,96.6,N,74,78,94.9
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,LUP,N,194,215,90.2,N,206,219,94.1
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,MIG,Y,,1,,Y,,2,
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,SXF,N,145,158,91.8,N,135,141,95.7
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,SXM,N,135,146,92.5,N,145,156,92.9
20182019,024,CHRISTIAN,115,Christian County,030,Christian County High School,115030,024115030,210115000220,WKEC,908,ETI,Y,,1,,,,0,
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ETO,N,10,11,90.9,N,12,12,100.0
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ETI,,,0,,Y,,1,
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ETH,N,16,17,94.1,N,19,20,95.0
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ETB,N,84,95,88.4,N,94,99,94.9
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ETA,Y,,2,,Y,,3,
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ELM,Y,,3,,Y,,5,
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,CSG,N,124,139,89.2,N,138,148,93.2
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ACO,N,234,255,91.8,N,251,267,94.0
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ACD,N,21,24,87.5,N,21,27,77.8
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ETP,Y,,1,,Y,,3,
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,TST,N,255,279,91.4,N,272,294,92.5
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,SXM,N,126,141,89.4,N,141,152,92.8
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,SXF,N,129,138,93.5,N,131,142,92.3
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,MIG,,,0,,Y,,1,
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,LUP,N,157,172,91.3,N,187,205,91.2
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,LUN,N,98,107,91.6,N,85,89,95.5
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,LEP,Y,,1,,Y,,1,
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,LEN,N,254,278,91.4,N,271,293,92.5
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,HOM,Y,,1,,N,10,11,90.9
20182019,024,CHRISTIAN,115,Christian County,050,Hopkinsville High School,115050,024115050,210115000223,WKEC,908,ETW,N,143,153,93.5,N,141,156,90.4
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ACD,N,42,55,76.4,N,41,53,77.4
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,TST,N,537,593,90.6,N,566,619,91.4
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,CSG,N,276,312,88.5,N,297,324,91.7
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ELM,Y,,8,,N,11,14,78.6
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ETA,Y,,2,,Y,,5,
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ETB,N,198,219,90.4,N,215,231,93.1
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ETH,N,29,33,87.9,N,30,33,90.9
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ETI,Y,,1,,Y,,1,
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ETO,N,20,21,95.2,N,26,26,100.0
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,SXM,N,262,293,89.4,N,297,330,90.0
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,SXF,N,275,300,91.7,N,269,289,93.1
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,MIG,Y,,1,,Y,,3,
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,LUP,N,353,396,89.1,N,404,447,90.4
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,LUN,N,184,197,93.4,N,162,172,94.2
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,LEP,Y,,6,,Y,,5,
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,LEN,N,533,587,90.8,N,562,614,91.5
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,HOM,Y,,1,,N,10,11,90.9
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ETW,N,286,315,90.8,N,287,320,89.7
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ETP,Y,,2,,Y,,3,
20182019,024,CHRISTIAN,115,Christian County,,---District Total---,115,,,WKEC,908,ACO,N,495,538,92.0,N,525,566,92.8
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,MIG,Y,,9,,Y,,4,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,SXF,N,173,178,97.2,N,197,200,98.5
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,SXM,N,188,194,96.9,N,186,189,98.4
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,TST,N,361,372,97.0,N,383,389,98.5
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ACD,N,20,23,87.0,N,32,36,88.9
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ACO,N,341,349,97.7,N,351,353,99.4
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,CSG,N,67,71,94.4,N,86,90,95.6
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ELM,Y,,4,,Y,,3,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ETA,Y,,3,,Y,,1,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ETB,N,20,20,100.0,N,29,30,96.7
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ETH,N,18,19,94.7,N,18,18,100.0
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ETI,Y,,1,,Y,,1,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ETO,N,13,13,100.0,Y,,9,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ETP,,,0,,,,0,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,ETW,N,307,316,97.2,N,325,330,98.5
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,HOM,,,0,,Y,,2,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,LEN,N,360,370,97.3,N,382,388,98.5
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,LEP,Y,,2,,Y,,1,
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,LUN,N,166,172,96.5,N,203,205,99.0
20182019,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,025121030,210120000237,CKEC,901,LUP,N,195,200,97.5,N,180,184,97.8
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ETO,N,13,13,100.0,Y,,9,
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,TST,N,373,385,96.9,N,393,399,98.5
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ETH,N,20,21,95.2,N,20,20,100.0
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ETB,N,20,20,100.0,N,30,31,96.8
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ETA,Y,,3,,Y,,1,
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ELM,Y,,5,,Y,,3,
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,CSG,N,71,75,94.7,N,89,93,95.7
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ACO,N,351,360,97.5,N,361,363,99.4
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ACD,N,22,25,88.0,N,32,36,88.9
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ETP,,,0,,,,0,
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ETW,N,317,327,96.9,N,332,337,98.5
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,HOM,,,0,,Y,,2,
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,LEN,N,371,382,97.1,N,392,398,98.5
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,LEP,Y,,3,,Y,,1,
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,LUN,N,167,173,96.5,N,205,207,99.0
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,LUP,N,206,212,97.2,N,188,192,97.9
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,MIG,N,10,11,90.9,Y,,4,
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,SXF,N,179,184,97.3,N,204,207,98.6
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,SXM,N,194,201,96.5,N,189,192,98.4
20182019,025,CLARK,121,Clark County,,---District Total---,121,,,CKEC,901,ETI,Y,,1,,Y,,1,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETO,Y,,1,,Y,,2,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETI,,,0,,,,0,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETH,Y,,2,,,,0,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETB,Y,,2,,Y,,5,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETA,,,0,,,,0,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ELM,,,0,,,,0,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,CSG,N,22,27,81.5,N,20,29,69.0
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ACO,N,141,156,90.4,N,150,160,93.8
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ACD,N,18,22,81.8,N,18,26,69.2
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETP,,,0,,,,0,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,TST,N,159,178,89.3,N,168,186,90.3
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,SXM,N,76,89,85.4,N,93,107,86.9
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,SXF,N,83,89,93.3,N,75,79,94.9
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,MIG,,,0,,,,0,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LUP,N,115,132,87.1,N,117,131,89.3
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LUN,N,44,46,95.7,N,51,55,92.7
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LEP,,,0,,,,0,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,LEN,N,159,178,89.3,N,168,186,90.3
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,HOM,,,0,,Y,,1,
20182019,026,CLAY,125,Clay County,100,Clay County High School,125100,026125100,210123000249,SESC,907,ETW,N,155,173,89.6,N,163,179,91.1
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ACD,N,18,22,81.8,N,19,27,70.4
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,TST,N,167,195,85.6,N,176,206,85.4
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,CSG,N,23,28,82.1,N,21,31,67.7
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ELM,,,0,,,,0,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETA,,,0,,,,0,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETB,Y,,2,,Y,,6,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETH,Y,,3,,,,0,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETI,,,0,,,,0,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETO,Y,,1,,Y,,2,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,SXM,N,79,95,83.2,N,100,120,83.3
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,SXF,N,88,100,88.0,N,76,86,88.4
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,MIG,,,0,,,,0,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LUP,N,122,146,83.6,N,123,148,83.1
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LUN,N,45,49,91.8,N,53,58,91.4
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LEP,,,0,,,,0,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,LEN,N,167,195,85.6,N,176,206,85.4
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,HOM,,,0,,Y,,3,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETW,N,162,189,85.7,N,171,198,86.4
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ETP,,,0,,,,0,
20182019,026,CLAY,125,Clay County,,---District Total---,125,,,SESC,907,ACO,N,149,173,86.1,N,157,179,87.7
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ACD,Y,,6,,N,13,14,92.9
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,MIG,Y,,5,,Y,,2,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,CSG,N,17,19,89.5,N,18,19,94.7
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ELM,Y,,1,,Y,,2,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETA,,,0,,Y,,1,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETB,,,0,,Y,,1,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETH,N,10,10,100.0,Y,,5,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETI,Y,,1,,,,0,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETO,Y,,1,,,,0,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETP,Y,,1,,,,0,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ETW,N,102,108,94.4,N,111,113,98.2
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,HOM,Y,,1,,Y,,1,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LEN,N,113,120,94.2,N,115,118,97.5
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LEP,Y,,1,,Y,,2,
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LUN,N,27,28,96.4,N,35,35,100.0
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,LUP,N,87,93,93.5,N,82,85,96.5
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,TST,N,114,121,94.2,N,117,120,97.5
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,SXM,N,51,54,94.4,N,56,58,96.6
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,SXF,N,63,67,94.0,N,61,62,98.4
20182019,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,027131050,210126000259,GRREC,902,ACO,N,109,115,94.8,N,104,106,98.1
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,SXM,N,51,54,94.4,N,56,58,96.6
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,TST,N,114,121,94.2,N,117,120,97.5
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,SXF,N,63,67,94.0,N,61,62,98.4
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,MIG,Y,,5,,Y,,2,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LUP,N,87,93,93.5,N,82,85,96.5
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LUN,N,27,28,96.4,N,35,35,100.0
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LEP,Y,,1,,Y,,2,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,LEN,N,113,120,94.2,N,115,118,97.5
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,HOM,Y,,1,,Y,,1,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETW,N,102,108,94.4,N,111,113,98.2
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETP,Y,,1,,,,0,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETO,Y,,1,,,,0,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETI,Y,,1,,,,0,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETH,N,10,10,100.0,Y,,5,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETB,,,0,,Y,,1,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ETA,,,0,,Y,,1,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ELM,Y,,1,,Y,,2,
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,CSG,N,17,19,89.5,N,18,19,94.7
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ACO,N,109,115,94.8,N,104,106,98.1
20182019,027,CLINTON,131,Clinton County,,---District Total---,131,,,GRREC,902,ACD,Y,,6,,N,13,14,92.9
20182019,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ACD,Y,,1,,Y,,1,
20182019,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ETA,,,0,,,,0,
20182019,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,CSG,Y,,1,,Y,,2,
20182019,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,ELM,,,0,,,,0,
20182019,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,014132010,210129000261,GRREC,902,TST,N,35,35,100.0,N,26,28,92.9
