SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED4YR,GRADS4YR,COHORT4YR,GRADRATE4YR,SUPPRESSED5YR,GRADS5YR,COHORT5YR,GRADRATE5YR
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,SXM,N,109,112,97.3,N,121,123,98.4
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,SXF,N,126,129,97.7,N,160,166,96.4
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,MIG,,,0,,,,0,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,LUP,N,96,102,94.1,N,96,100,96.0
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,LUN,N,139,139,100.0,N,185,189,97.9
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,LEP,Y,,3,,,,0,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,LEN,N,232,238,97.5,N,281,289,97.2
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,HOM,,,0,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ETW,N,203,209,97.1,N,260,268,97.0
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ETP,Y,,1,,,,0,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ETO,N,13,13,100.0,Y,,8,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ETI,,,0,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ETH,N,11,11,100.0,Y,,9,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ETB,Y,,7,,Y,,2,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ETA,,,0,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,ELM,Y,,4,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,CSG,N,50,54,92.6,N,38,41,92.7
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ACD,N,22,26,84.6,N,20,24,83.3
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,TST,N,236,254,92.9,N,281,294,95.6
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,SXF,N,126,134,94.0,N,160,166,96.4
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,MIG,,,0,,,,0,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,LUP,N,97,113,85.8,N,96,104,92.3
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,LUN,N,139,141,98.6,N,185,190,97.4
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,LEP,Y,,3,,,,0,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,LEN,N,233,251,92.8,N,281,294,95.6
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,HOM,,,0,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ETW,N,204,220,92.7,N,260,273,95.2
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ETP,Y,,1,,,,0,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ETO,N,13,13,100.0,Y,,8,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ETI,,,0,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ETH,N,11,12,91.7,Y,,9,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ETB,Y,,8,,Y,,2,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ETA,,,0,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ELM,Y,,4,,Y,,1,
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,CSG,N,50,56,89.3,N,38,42,90.5
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,ACO,N,214,228,93.9,N,261,270,96.7
20182019,003,ANDERSON,011,Anderson County,,---District Total---,011,,,CKEC,901,SXM,N,110,120,91.7,N,121,128,94.5
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,LUN,N,123,125,98.4,N,73,74,98.6
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,LUP,N,121,133,91.0,N,100,112,89.3
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,LEN,N,243,257,94.6,N,172,184,93.5
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,HOM,Y,,2,,Y,,8,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ETW,N,227,240,94.6,N,151,162,93.2
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ETP,,,0,,,,0,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ETO,Y,,7,,Y,,8,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ETI,,,0,,,,0,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ETH,Y,,6,,Y,,3,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ETB,Y,,5,,N,12,12,100.0
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ETA,,,0,,Y,,1,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ELM,Y,,1,,Y,,2,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,CSG,N,35,42,83.3,N,30,32,93.8
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ACO,N,226,234,96.6,N,162,175,92.6
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,ACD,N,18,24,75.0,N,11,11,100.0
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,TST,N,244,258,94.6,N,173,186,93.0
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,SXM,N,113,125,90.4,N,90,101,89.1
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,SXF,N,131,133,98.5,N,83,85,97.6
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,MIG,,,0,,,,0,
20182019,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,LEP,Y,,1,,Y,,2,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,LUN,N,123,125,98.4,N,73,74,98.6
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,LEP,Y,,1,,Y,,2,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,LEN,N,243,257,94.6,N,172,184,93.5
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,HOM,Y,,2,,Y,,8,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ETW,N,227,240,94.6,N,151,162,93.2
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ETP,,,0,,,,0,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ETO,Y,,7,,Y,,8,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ETI,,,0,,,,0,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ETH,Y,,6,,Y,,3,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ETB,Y,,5,,N,12,12,100.0
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ETA,,,0,,Y,,1,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ELM,Y,,1,,Y,,2,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,CSG,N,35,42,83.3,N,30,32,93.8
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ACO,N,226,234,96.6,N,162,175,92.6
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,ACD,N,18,24,75.0,N,11,11,100.0
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,TST,N,244,258,94.6,N,173,186,93.0
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,SXM,N,113,125,90.4,N,90,101,89.1
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,LUP,N,121,133,91.0,N,100,112,89.3
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,MIG,,,0,,,,0,
20182019,010,BOYD,012,Ashland Independent,,---District Total---,012,,,KEDC,903,SXF,N,131,133,98.5,N,83,85,97.6
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,LUN,Y,,9,,N,9,10,90.0
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,LUP,Y,,8,,N,10,10,100.0
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,LEN,N,15,17,88.2,N,19,20,95.0
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,HOM,,,0,,Y,,3,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ETW,N,14,16,87.5,N,19,20,95.0
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ETP,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ETO,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ETI,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ETH,Y,,1,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ETB,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ETA,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ELM,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,CSG,Y,,1,,Y,,1,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ACO,N,14,16,87.5,N,18,19,94.7
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,ACD,Y,,1,,Y,,1,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,TST,N,15,17,88.2,N,19,20,95.0
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,SXM,N,8,10,80.0,N,10,10,100.0
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,SXF,Y,,7,,N,9,10,90.0
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,MIG,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,LEP,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,LUN,Y,,9,,N,9,10,90.0
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,LEP,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,LEN,N,15,17,88.2,N,19,20,95.0
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,HOM,,,0,,Y,,3,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ETW,N,14,16,87.5,N,19,20,95.0
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ETP,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ETO,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ETI,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ETH,Y,,1,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ETB,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ETA,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ELM,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,CSG,Y,,1,,Y,,1,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ACO,N,14,16,87.5,N,18,19,94.7
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,ACD,Y,,1,,Y,,1,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,TST,N,15,17,88.2,N,19,20,95.0
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,SXM,N,8,10,80.0,N,10,10,100.0
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,LUP,Y,,8,,N,10,10,100.0
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,MIG,,,0,,,,0,
20182019,012,BRACKEN,013,Augusta Independent,,---District Total---,013,,,KEDC,903,SXF,Y,,7,,N,9,10,90.0
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ACD,Y,,7,,Y,,7,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ACO,N,96,100,96.0,N,70,76,92.1
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,TST,N,102,107,95.3,N,77,83,92.8
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,SXM,N,67,68,98.5,N,44,44,100.0
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,SXF,N,35,39,89.7,N,33,39,84.6
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,MIG,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,LUP,N,53,56,94.6,N,30,35,85.7
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,LUN,N,49,51,96.1,N,47,48,97.9
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,LEP,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,LEN,N,102,107,95.3,N,77,83,92.8
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,HOM,,,0,,Y,,1,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ETW,N,93,97,95.9,N,72,75,96.0
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ETP,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ETO,Y,,3,,Y,,3,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ETI,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ETH,Y,,3,,,,0,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ETB,Y,,4,,Y,,4,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ETA,,,0,,Y,,1,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,ELM,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,CSG,N,13,15,86.7,N,12,14,85.7
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ACD,Y,,7,,Y,,7,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,TST,N,102,107,95.3,N,77,83,92.8
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,SXF,N,35,39,89.7,N,33,39,84.6
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,MIG,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,LUP,N,53,56,94.6,N,30,35,85.7
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,LUN,N,49,51,96.1,N,47,48,97.9
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,LEP,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,LEN,N,102,107,95.3,N,77,83,92.8
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,HOM,,,0,,Y,,1,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ETW,N,93,97,95.9,N,72,75,96.0
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ETP,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ETO,Y,,3,,Y,,3,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ETI,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ETH,Y,,3,,,,0,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ETB,Y,,4,,Y,,4,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ETA,,,0,,Y,,1,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ELM,,,0,,,,0,
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,CSG,N,13,15,86.7,N,12,14,85.7
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,ACO,N,96,100,96.0,N,70,76,92.1
20182019,004,BALLARD,015,Ballard County,,---District Total---,015,,,WKEC,908,SXM,N,67,68,98.5,N,44,44,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,LEN,N,42,43,97.7,N,53,53,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,LEP,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,LUN,N,20,20,100.0,N,25,25,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,LUP,N,22,23,95.7,N,28,28,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,MIG,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,SXF,N,21,21,100.0,N,26,26,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,SXM,N,21,22,95.5,N,27,27,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,TST,N,42,43,97.7,N,53,53,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ACD,Y,,2,,Y,,3,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ACO,N,41,41,100.0,N,50,50,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,CSG,Y,,4,,Y,,4,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ELM,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ETA,,,0,,Y,,1,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ETB,Y,,1,,Y,,1,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ETH,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ETI,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ETO,Y,,1,,,,0,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ETP,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,ETW,N,40,41,97.6,N,51,51,100.0
20182019,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,HOM,,,0,,Y,,2,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ACD,Y,,2,,Y,,3,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,TST,N,42,43,97.7,N,53,53,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,CSG,Y,,4,,Y,,4,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ELM,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ETA,,,0,,Y,,1,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ETB,Y,,1,,Y,,1,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ETH,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ETI,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ACO,N,41,41,100.0,N,50,50,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,SXM,N,21,22,95.5,N,27,27,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,SXF,N,21,21,100.0,N,26,26,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,MIG,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,LUP,N,22,23,95.7,N,28,28,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,LUN,N,20,20,100.0,N,25,25,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,LEP,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,LEN,N,42,43,97.7,N,53,53,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,HOM,,,0,,Y,,2,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ETW,N,40,41,97.6,N,51,51,100.0
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ETP,,,0,,,,0,
20182019,061,KNOX,016,Barbourville Independent,,---District Total---,016,,,SESC,907,ETO,Y,,1,,,,0,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,LUN,N,62,64,96.9,N,66,67,98.5
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,LUP,N,61,65,93.8,N,61,64,95.3
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,LEN,N,121,127,95.3,N,127,131,96.9
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ACD,N,11,15,73.3,N,12,15,80.0
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ACO,N,112,114,98.2,N,115,116,99.1
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,CSG,N,36,41,87.8,N,50,53,94.3
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ELM,Y,,3,,,,0,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ETA,Y,,1,,,,0,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ETB,N,20,21,95.2,N,33,34,97.1
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ETH,Y,,5,,Y,,6,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ETI,Y,,1,,,,0,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,HOM,,,0,,Y,,1,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ETW,N,93,98,94.9,N,84,87,96.6
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ETP,,,0,,,,0,
